end_session,coef,se,n,ci_low,ci_high
2024-05-08,-0.11632251494155121,0.12394751718597517,3022,-0.3592596486260625,0.12661461874296012
2024-05-09,-0.11591769437354363,0.12394664852624493,3022,-0.3588531254849837,0.12701773673789643
2024-05-10,-0.1157591305557681,0.12387859057414301,3022,-0.3585611680810884,0.12704290696955217
2024-05-13,-0.11480412418460151,0.12418440545325421,3022,-0.3582055588729798,0.12859731050377674
2024-05-14,-0.1105434097862642,0.12435332340380154,3022,-0.3542759236577152,0.1331891040851868
2024-05-15,-0.12074500827558562,0.12434002998467891,3022,-0.3644514670455563,0.12296145049438503
2024-05-16,-0.1232032601542507,0.12433348656858655,3022,-0.3668968938286803,0.12049037352017891
2024-05-17,-0.12411799409890313,0.12428357835676762,3022,-0.36771380767816764,0.11947781948036139
2024-05-20,-0.11382285594893123,0.12518566153861133,3022,-0.3591867525646094,0.131541040666747
2024-05-21,-0.12015183095624794,0.12469181258260854,3022,-0.3645477836181607,0.1242441217056648
2024-05-22,-0.10137186976797738,0.12716304472408224,3022,-0.3506114374271786,0.1478676978912238
2024-05-23,-0.09972128946888927,0.12668321016315381,3022,-0.34802038138867075,0.1485778024508922
2024-05-24,-0.09441681676782751,0.12664134660141907,3022,-0.3426338561066089,0.15380022257095385
2024-05-28,-0.10662670150888336,0.12619950469003607,3022,-0.3539777307013541,0.14072432768358734
2024-05-29,-0.10378701815935114,0.12624396720667166,3022,-0.3512251938844276,0.14365115756572533
2024-05-30,-0.11119772621884685,0.12605613025096865,3022,-0.3582677415107454,0.1358722890730517
2024-05-31,-0.08162904567409282,0.12325107982741867,3022,-0.3232011621358334,0.15994307078764777
2024-06-03,-0.0829701390761419,0.12273280552494722,3022,-0.32352643790503843,0.15758615975275467
2024-06-04,-0.07132835426047203,0.12614149930582103,3022,-0.31856569289988124,0.17590898437893715
2024-06-05,-0.06847564908071424,0.12630858577395543,3022,-0.31604047719766687,0.1790891790362384
2024-06-06,-0.06767552661940365,0.12610893371121043,3022,-0.3148490366933761,0.1794979834545688
2024-06-07,-0.06826984615113257,0.1257562565176659,3022,-0.3147521089257577,0.17821241662349258
2024-06-10,-0.07398014273583386,0.1254117322472079,3022,-0.3197871379403613,0.17182685246869359
2024-06-11,-0.06668522705853003,0.1255037590221362,3022,-0.312672594741917,0.17930214062485691
2024-06-12,-0.0803568505962726,0.12313689733382646,3022,-0.3217051693705725,0.16099146817802726
2024-06-13,-0.07962787080822029,0.12319325412245893,3022,-0.3210866488882398,0.16183090727179922
2024-06-14,-0.08622973841624351,0.12313413663672504,3022,-0.32757264622422455,0.15511316939173755
2024-06-17,-0.08326601290537507,0.1224858719253062,3022,-0.3233383218789752,0.1568062960682251
2024-06-18,-0.07572800559670986,0.12324441894371574,3022,-0.31728706672639273,0.16583105553297298
2024-06-20,-0.06366768760935404,0.12399880532247866,3022,-0.3067053460414122,0.17936997082270412
2024-06-21,-0.065889796096779,0.12280914726236708,3022,-0.3065957247310185,0.17481613253746048
2024-06-24,-0.0834107932046354,0.12166187311437267,3022,-0.32186806450880584,0.15504647809953503
2024-06-25,-0.1072217981131739,0.11976248135358511,3022,-0.34195626156620074,0.12751266533985292
2024-06-26,-0.09858764486508798,0.11871265950289614,3022,-0.3312644574907644,0.13408916776058846
2024-06-27,-0.09322778722894327,0.11921540472994406,3022,-0.32688998049963364,0.14043440604174706
2024-06-28,-0.08666576892616068,0.11806177886602971,3022,-0.31806685550357894,0.14473531765125755
2024-07-01,-0.0954575092369696,0.11772210567130485,3022,-0.3261928363527271,0.1352778178787879
